id,title,url,rate,tag1,tag2,tag3,tag4,tag5,difficulty,budget,people,prep_time,cooking_time,total_time
768,Hoki façon fish and chips,https://www.marmiton.org/recettes/recette_hoki-facon-fish-and-chips_383322.aspx,0.0,plat principal,poisson,poisson au four,,,facile,moyen,4,25,55,80
769,Pâtes à la crème et à la viande,https://www.marmiton.org/recettes/recette_pate-a-la-viande_173199.aspx,3.7,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,20,15,35
770,Rouille de seiches facile,https://www.marmiton.org/recettes/recette_rouille-de-seiches-facile_49054.aspx,4.8,plat principal,fruits de mer,"calamar, poulpe",,,facile,moyen,4,20,1,21
771,Tomates farcies au riz et au thon,https://www.marmiton.org/recettes/recette_tomates-farcies-au-riz-et-au-thon_29567.aspx,3.4,plat principal,"p├ótes, riz, semoule",plat de riz,,,facile,moyen,4,0,35,35
772,Risotto aux asperges fraîches au Cookeo,https://www.marmiton.org/recettes/recette_risotto-aux-asperges-fraiches-au-cookeo_383424.aspx,4.0,plat principal,"pâtes, riz, semoule",risotto,,,facile,moyen,4,5,10,15
773,Pâtes Complètes au maïs et aux oeufs,https://www.marmiton.org/recettes/recette_pates-completes-au-mais-et-aux-oeufs_26810.aspx,4.0,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,20,20,40
774,Trofie ( pâtes ) paradiso,https://www.marmiton.org/recettes/recette_trofie-pates-paradiso_36517.aspx,4.8,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,10,12,22
775,Blanquette de poisson,https://www.marmiton.org/recettes/recette_blanquette-de-poisson_33302.aspx,4.8,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,30,40
776,Lasagnes au thon,https://www.marmiton.org/recettes/recette_lasagnes-au-thon_47810.aspx,4.9,plat principal,"pâtes, riz, semoule",lasagne,,,très facile,bon marché,4,20,30,50
777,Couscous tunisien traditionnel,https://www.marmiton.org/recettes/recette_couscous-tunisien-traditionnel_94946.aspx,4.8,plat principal,plat unique,couscous,,,facile,moyen,4,35,130,165
778,Sauté de porc aux cives et au thym,https://www.marmiton.org/recettes/recette_saute-de-porc-aux-cives-et-au-thym_71152.aspx,4.0,plat principal,viande,viande en sauce,,,facile,moyen,4,20,45,65
779,Foie sauce moutarde et balsamique,https://www.marmiton.org/recettes/recette_foie-sauce-moutarde-et-balsamique_334566.aspx,4.9,plat principal,viande,abats,,,facile,bon marché,4,5,15,20
780,Emincé de poulet aux pousses de bambou et poivron rouge,https://www.marmiton.org/recettes/recette_emince-de-poulet-aux-pousses-de-bambou-et-poivron-rouge_36930.aspx,4.6,plat principal,viande,viande en sauce,,,très facile,moyen,4,10,20,30
781,Cuissot de sanglier de 7 heures,https://www.marmiton.org/recettes/recette_cuissot-de-sanglier-de-7-heures_54582.aspx,4.7,plat principal,viande,viande rôtie,,,très facile,moyen,4,15,7,22
782,Pâtes au thon et à la crème,https://www.marmiton.org/recettes/recette_pates-au-thon-et-a-la-creme_73329.aspx,4.5,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,15,10,25
783,Couscous poulet et merguez facile au Thermomix,https://www.marmiton.org/recettes/recette_couscous-poulet-et-merguez-facile-au-thermomix_383239.aspx,0.0,plat principal,plat unique,couscous,,,très facile,bon marché,4,30,32,62
784,Curry de poulet au lait de coco au Cookéo,https://www.marmiton.org/recettes/recette_curry-de-poulet-au-lait-de-coco-au-cookeo_371506.aspx,5.0,plat principal,viande,viande en sauce,,,facile,bon marché,4,10,20,30
785,Pot-au-feu de poisson,https://www.marmiton.org/recettes/recette_pot-au-feu-de-poisson_14344.aspx,4.6,plat principal,plat unique,pot-au-feu,,,moyenne,bon marché,4,40,50,90
786,Hachis parmentier au Thermomix,https://www.marmiton.org/recettes/recette_hachis-parmentier-au-thermomix_383309.aspx,0.0,plat principal,plat unique,hachis parmentier,,,facile,bon marché,4,15,10,25
787,Cuisses de poulet Vallée d'Auge,https://www.marmiton.org/recettes/recette_cuisses-de-poulet-vallee-d-auge_15338.aspx,4.7,plat principal,viande,viande en sauce,,,très facile,bon marché,4,30,20,50
788,Riz au gras (afrique),https://www.marmiton.org/recettes/recette_riz-au-gras-afrique_36749.aspx,4.8,plat principal,"pâtes, riz, semoule",plat de riz,,,très facile,bon marché,4,15,1,16
789,Gaufres aux légumes,https://www.marmiton.org/recettes/recette_gaufre-aux-legumes_225612.aspx,4.1,plat principal,,,,,facile,bon marché,4,20,5,25
790,Omelette japonaise (tamago yaki),https://www.marmiton.org/recettes/recette_omelette-japonaise-tamago-yaki_66762.aspx,4.5,plat principal,œufs,omelette,,,très facile,bon marché,4,3,5,8
791,Côtes de porc à la moutarde,https://www.marmiton.org/recettes/recette_cotes-de-porc-a-la-moutarde_81314.aspx,4.8,plat principal,viande,viande rôtie,,,très facile,bon marché,4,5,30,35
792,Lasagnes au poulet,https://www.marmiton.org/recettes/recette_lasagnes-au-poulet_14261.aspx,4.5,plat principal,"pâtes, riz, semoule",lasagne,,,très facile,bon marché,4,20,30,50
793,Poulet mariné au four (au petit gout d'été),https://www.marmiton.org/recettes/recette_poulet-marine-au-four-au-petit-gout-d-ete_55602.aspx,4.9,plat principal,viande,viande rôtie,,,très facile,moyen,4,10,1,11
794,Filets de Sébaste,https://www.marmiton.org/recettes/recette_filets-de-sebaste_14137.aspx,4.4,plat principal,poisson,poisson en papillote,,,facile,bon marché,4,15,35,50
795,Blanquette de saumon,https://www.marmiton.org/recettes/recette_blanquette-de-saumon_66761.aspx,4.8,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,20,30
796,Tartines saumon mozzarella au four,https://www.marmiton.org/recettes/recette_tartines-saumon-mozzarella-au-four_54178.aspx,4.6,plat principal,poisson,poisson au four,,,très facile,bon marché,4,20,5,25
797,"Paëlla de fruits de mer, chorizo et poulet au Cookeo",https://www.marmiton.org/recettes/recette_paella-de-fruits-de-mer-chorizo-et-poulet-au-cookeo_383386.aspx,3.6,plat principal,plat unique,paella,,,facile,moyen,4,15,37,52
798,Saucisse au chou,https://www.marmiton.org/recettes/recette_saucisse-au-chou_16370.aspx,4.3,plat principal,viande,viande rôtie,,,très facile,bon marché,4,15,2,17
799,Paupiettes de poulet en cocotte,https://www.marmiton.org/recettes/recette_paupiettes-de-poulet-en-cocotte_345720.aspx,4.9,plat principal,viande,viande en sauce,,,facile,bon marché,4,15,30,45
800,Choucroute garnie de ma maman (avec astuces donc facile à faire !!!),https://www.marmiton.org/recettes/recette_choucroute-garnie-de-ma-maman-avec-astuces-donc-facile-a-faire_62860.aspx,4.2,plat principal,plat unique,choucroute,,,très facile,moyen,4,130,1,131
1442,Gâteau au chocolat fondant rapide,https://www.marmiton.org/recettes/recette_gateau-au-chocolat-fondant-rapide_166352.aspx,4.7,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,10,30,40
801,Couscous d'agneau traditionnel (d'Algérie),https://www.marmiton.org/recettes/recette_couscous-d-agneau-traditionnel-d-algerie_72310.aspx,4.3,plat principal,plat unique,couscous,,,moyenne,moyen,4,2,2,4
802,Omelette aux asperges sauvages de ma maman,https://www.marmiton.org/recettes/recette_omelette-aux-asperges-sauvages-de-ma-maman_167566.aspx,4.5,plat principal,œufs,omelette,,,facile,bon marché,4,30,10,40
803,Magrets de canard rôtis au miel et au vinaigre de cidre,https://www.marmiton.org/recettes/recette_magrets-de-canard-rotis-au-miel-et-au-vinaigre-de-cidre_372025.aspx,4.6,plat principal,viande,viande rôtie,,,facile,moyen,4,15,20,35
804,Khao Phat Kai (riz thaï sauté au poulet),https://www.marmiton.org/recettes/recette_khao-phat-kai-riz-thai-saute-au-poulet_230598.aspx,4.5,plat principal,"pâtes, riz, semoule",plat de riz,,,moyenne,bon marché,4,15,10,25
805,Saumon entier au four,https://www.marmiton.org/recettes/recette_saumon-entier-au-four_19961.aspx,4.7,plat principal,poisson,poisson au four,,,très facile,bon marché,4,20,45,65
806,Curry d'agneau facile,https://www.marmiton.org/recettes/recette_curry-d-agneau-facile_14030.aspx,4.5,plat principal,viande,viande en sauce,,,très facile,bon marché,4,15,45,60
807,Cuisses de poulet moutarde au four,https://www.marmiton.org/recettes/recette_cuisses-de-poulet-moutarde-au-four_309612.aspx,4.7,plat principal,viande,viande rôtie,,,facile,bon marché,4,30,1,31
808,lasagnes légères sans béchamel,https://www.marmiton.org/recettes/recette_lasagnes-legeres-sans-bechamel_68337.aspx,4.5,plat principal,"pâtes, riz, semoule",lasagne,,,moyenne,bon marché,4,40,30,70
809,Anneaux de calamars à la méridionale,https://www.marmiton.org/recettes/recette_anneaux-de-calamars-a-la-meridionale_82687.aspx,4.8,plat principal,fruits de mer,"calamar, poulpe",,,très facile,bon marché,4,15,35,50
810,Potée aux saucisses de Montbéliard,https://www.marmiton.org/recettes/recette_potee-aux-saucisses-de-montbeliard_219466.aspx,4.8,plat principal,viande,viande rôtie,,,facile,moyen,4,30,130,160
811,Cailles aux raisins,https://www.marmiton.org/recettes/recette_cailles-aux-raisins_18300.aspx,4.7,plat principal,viande,viande en sauce,,,très facile,bon marché,4,20,10,30
812,palourdes au vin blanc,https://www.marmiton.org/recettes/recette_palourdes-au-vin-blanc_80473.aspx,4.0,plat principal,fruits de mer,coquillages,,,très facile,bon marché,4,10,20,30
813,"Gratin de pâtes au thon, sauce tomates",https://www.marmiton.org/recettes/recette_gratin-de-pates-au-thon-sauce-tomates_35898.aspx,4.5,plat principal,"pâtes, riz, semoule",pâtes en sauce,,,très facile,bon marché,4,20,20,40
814,Pâtes au pistou,https://www.marmiton.org/recettes/recette_pates-au-pistou_12715.aspx,4.3,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,15,10,25
815,Potée aux navets au Cookeo,https://www.marmiton.org/recettes/recette_potee-aux-navets-au-cookeo_383583.aspx,4.0,plat principal,plat unique,,,,très facile,bon marché,4,10,15,25
816,souris d'agneau confites et carottes fondantes,https://www.marmiton.org/recettes/recette_souris-d-agneau-confites-et-carottes-fondantes_32556.aspx,4.8,plat principal,viande,viande rôtie,,,très facile,moyen,4,20,2,22
817,Cuisses de poulet à la sauce d'arachide,https://www.marmiton.org/recettes/recette_cuisses-de-poulet-a-la-sauce-d-arachide_50528.aspx,4.8,plat principal,viande,viande en sauce,,,facile,bon marché,4,30,30,60
818,Saumon à l'échalote au Cookeo,https://www.marmiton.org/recettes/recette_saumon-a-l-echalote-au-cookeo_383594.aspx,3.7,plat principal,poisson,saumon en sauce,,,très facile,bon marché,4,15,10,25
819,Souris d'agneau au miel et au thym au Cookeo,https://www.marmiton.org/recettes/recette_souris-d-agneau-au-miel-et-au-thym-au-cookeo_383605.aspx,0.0,plat principal,viande,viande rôtie,,,très facile,bon marché,4,20,50,70
820,Couscous,https://www.marmiton.org/recettes/recette_couscous_335630.aspx,4.5,plat principal,plat unique,couscous,,,moyenne,moyen,4,1,125,126
821,Queues de langouste froides parfumées,https://www.marmiton.org/recettes/recette_queues-de-langouste-froides-parfumees_54593.aspx,4.8,plat principal,fruits de mer,crustacés,,,très facile,assez cher,4,12,5,17
822,Lobster rolls,https://www.marmiton.org/recettes/recette_lobster-rolls_382604.aspx,0.0,plat principal,fruits de mer,crustacés,,,facile,assez cher,4,15,0,15
823,filet mignon aux champignons en croûte,https://www.marmiton.org/recettes/recette_filet-mignon-aux-champignons-en-croute_35152.aspx,4.5,plat principal,viande,viande rôtie,,,très facile,moyen,4,10,45,55
824,Fajitas végétariennes aux haricots rouges,https://www.marmiton.org/recettes/recette_fajitas-aux-haricots-rouges_331225.aspx,3.8,plat principal,plat unique,plats mexicains,,,facile,bon marché,4,20,20,40
825,Salade thaïlandaise aux crevettes,https://www.marmiton.org/recettes/recette_salade-thailandaise-aux-crevettes_175488.aspx,4.6,plat principal,plat unique,plats thaï,,,facile,moyen,4,15,5,20
826,"Brochettes de poulet au miel, au barbecue",https://www.marmiton.org/recettes/recette_brochettes-de-poulet-au-miel-au-barbecue_59389.aspx,4.6,plat principal,viande,viande rôtie,,,très facile,bon marché,4,10,15,25
827,Brochettes crevettes - clémentines,https://www.marmiton.org/recettes/recette_brochettes-crevettes-clementines_45401.aspx,4.6,plat principal,fruits de mer,crevettes,,,très facile,bon marché,4,30,0,30
828,Poulet katsu curry,https://www.marmiton.org/recettes/recette_poulet-katsu-curry_529653.aspx,5.0,plat principal,plat unique,plats japonais,,,facile,moyen,4,10,30,40
829,Omelette jambon/fromage,https://www.marmiton.org/recettes/recette_omelette-jambon-fromage_68824.aspx,4.9,plat principal,œufs,omelette,,,facile,bon marché,4,5,5,10
830,Filet mignon de porc laqué,https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-laque_50632.aspx,4.6,plat principal,viande,viande rôtie,,,facile,moyen,4,10,30,40
831,Curry de marlin,https://www.marmiton.org/recettes/recette_curry-de-marlin_53844.aspx,5.0,plat principal,viande,viande en sauce,,,facile,moyen,4,20,20,40
832,Langue de bœuf à la tomate,https://www.marmiton.org/recettes/recette_langue-de-boeuf-a-la-tomate_212537.aspx,4.6,plat principal,viande,abats,,,facile,bon marché,4,1,1,2
833,Spaghetti sauce crème aux moules,https://www.marmiton.org/recettes/recette_spaghetti-sauce-creme-aux-moules_201320.aspx,4.5,plat principal,"pâtes, riz, semoule",pâtes en sauce,,,facile,bon marché,4,15,30,45
834,Champignons farcis à la chair à saucisse,https://www.marmiton.org/recettes/recette_champignons-farcis-a-la-chair-a-saucisse_62882.aspx,4.9,plat principal,plat unique,légumes farcis,,,très facile,bon marché,4,20,30,50
835,Gratin de pâtes au poulet,https://www.marmiton.org/recettes/recette_gratin-de-pates-au-poulet_17460.aspx,4.6,plat principal,"pâtes, riz, semoule",gratin de pâtes,,,très facile,bon marché,4,20,10,30
836,Gratin de pâtes à la béchamel,https://www.marmiton.org/recettes/recette_gratin-de-pates-a-la-bechamel_336071.aspx,4.5,plat principal,"pâtes, riz, semoule",gratin de pâtes,,,facile,bon marché,4,30,35,65
837,Bouillon aux petites pâtes,https://www.marmiton.org/recettes/recette_bouillon-aux-petites-pates_52545.aspx,4.7,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,2,15,17
838,Feuilleté de Saint-Jacques,https://www.marmiton.org/recettes/recette_feuillete-de-saint-jacques_57490.aspx,4.9,plat principal,fruits de mer,saint-jacques,,,facile,moyen,4,20,10,30
839,Andouillette,https://www.marmiton.org/recettes/recette_andouillette_20835.aspx,0.0,plat principal,viande,andouilette,,,moyenne,bon marché,4,1,45,46
840,Croque-monsieur au four,https://www.marmiton.org/recettes/recette_croque-monsieur-au-four_55300.aspx,5.0,plat principal,plat unique,croque-monsieur,,,facile,bon marché,4,10,15,25
841,Civet de cerf sauce poivrade,https://www.marmiton.org/recettes/recette_civet-de-cerf-sauce-poivrade_32802.aspx,4.1,plat principal,viande,viande rôtie,,,moyenne,assez cher,4,1,1,2
842,Filets de merlu sauce verte,https://www.marmiton.org/recettes/recette_filets-de-merlu-sauce-verte_57837.aspx,4.5,plat principal,poisson,filets de poisson,,,très facile,bon marché,4,10,10,20
843,Curry de lentilles aux carottes,https://www.marmiton.org/recettes/recette_curry-de-lentilles-aux-carottes_81831.aspx,4.4,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,30,40
844,Aumonière de foie gras,https://www.marmiton.org/recettes/recette_aumoniere-de-foie-gras_33285.aspx,4.7,plat principal,viande,abats,,,très facile,assez cher,4,30,0,30
845,Rougaille tomates (Madagascar),https://www.marmiton.org/recettes/recette_rougaille-tomates-madagascar_15157.aspx,4.4,plat principal,plat unique,rougail,,,très facile,bon marché,4,15,0,15
846,Poulet grillé mariné au yaourt,https://www.marmiton.org/recettes/recette_poulet-grille-marine-au-yaourt_24057.aspx,4.3,plat principal,viande,viande rôtie,,,très facile,bon marché,4,10,20,30
847,Escalope de dinde au curry,https://www.marmiton.org/recettes/recette_escalope-de-dinde-au-curry_15886.aspx,4.6,plat principal,viande,viande rôtie,,,facile,bon marché,4,10,15,25
848,Frittata aux courgettes,https://www.marmiton.org/recettes/recette_frittata-aux-courgettes_33408.aspx,4.7,plat principal,┼ōufs,omelette,,,facile,bon march├®,4,0,30,30
849,Poulet sauté sauce chasseur,https://www.marmiton.org/recettes/recette_poulet-saute-sauce-chasseur_10907.aspx,4.6,plat principal,viande,viande en sauce,,,moyenne,moyen,4,25,20,45
850,Osso buco à la milanaise,https://www.marmiton.org/recettes/recette_osso-buco-a-la-milanaise_14064.aspx,4.8,plat principal,viande,viande en sauce,,,moyenne,bon marché,4,35,130,165
851,Poulet caramélisé au miel et sauce soja,https://www.marmiton.org/recettes/recette_poulet-caramelise-au-miel-et-sauce-soja_335877.aspx,4.1,plat principal,viande,viande en sauce,,,facile,bon marché,4,20,20,40
852,calamars farcis,https://www.marmiton.org/recettes/recette_calamars-farcis_23726.aspx,5.0,plat principal,fruits de mer,"calamar, poulpe",,,facile,moyen,4,1,40,41
853,Crépinettes de porc rôties aux carottes,https://www.marmiton.org/recettes/recette_crepinettes-de-porc-roties-aux-carottes_371852.aspx,5.0,plat principal,viande,viande rôtie,,,très facile,bon marché,4,15,45,60
854,Wok de nouilles et crevettes caramélisées,https://www.marmiton.org/recettes/recette_wok-de-nouilles-et-crevettes-caramelisees_371496.aspx,3.5,plat principal,plat unique,plats chinois,,,facile,bon marché,4,20,10,30
855,Pastilla aux fruits de mer,https://www.marmiton.org/recettes/recette_pastilla-aux-fruits-de-mer_40464.aspx,4.8,plat principal,plat unique,pastilla,,,moyenne,bon marché,4,40,20,60
856,Truffade (Auvergne - Cantal - 15),https://www.marmiton.org/recettes/recette_truffade-auvergne-cantal-15_27342.aspx,3.8,plat principal,plats au fromage,truffade,,,facile,bon marché,4,15,30,45
857,Barbue au cidre et sa sauce aux crevettes,https://www.marmiton.org/recettes/recette_barbue-au-cidre-et-sa-sauce-aux-crevettes_25504.aspx,5.0,plat principal,fruits de mer,crevettes,,,facile,moyen,4,20,30,50
1394,Joues de porc au cidre et miel,https://www.marmiton.org/recettes/recette_joues-de-porc-au-cidre-et-miel_66614.aspx,4.8,plat principal,viande,viande en sauce,,,facile,bon marché,4,30,2,32
858,Tajine de boeuf aux légumes,https://www.marmiton.org/recettes/recette_tajine-de-boeuf-aux-legumes_58269.aspx,4.6,plat principal,plat unique,tajine,,,très facile,moyen,4,20,2,22
859,Pennes aux crevettes et courgettes,https://www.marmiton.org/recettes/recette_pennes-aux-crevettes-et-courgettes_14149.aspx,4.7,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,moyen,4,20,15,35
860,Saumon en croûte au riesling,https://www.marmiton.org/recettes/recette_saumon-en-croute-au-riesling_24378.aspx,5.0,plat principal,poisson,poisson en croûte,,,facile,bon marché,4,20,40,60
861,Courgettes rondes farcies aux lardons,https://www.marmiton.org/recettes/recette_courgettes-rondes-farcies-aux-lardons_37733.aspx,4.4,plat principal,plat unique,légumes farcis,,,facile,bon marché,4,20,15,35
862,Filet mignon de porc à la moutarde et au miel,https://www.marmiton.org/recettes/recette_filet-mignon-de-porc-a-la-moutarde-et-au-miel_254353.aspx,4.9,plat principal,viande,viande rôtie,,,facile,bon marché,4,5,20,25
863,Tagliatelles aux crevettes,https://www.marmiton.org/recettes/recette_tagliatelles-aux-crevettes_23888.aspx,4.7,plat principal,"pâtes, riz, semoule",tagliatelle,,,très facile,bon marché,4,5,5,10
864,Pâtes à la poutargue,https://www.marmiton.org/recettes/recette_pates-a-la-poutargue_530294.aspx,4.5,plat principal,"pâtes, riz, semoule",tagliatelle,,,facile,moyen,4,10,10,20
865,Pâtes aux tomates cerises,https://www.marmiton.org/recettes/recette_pates-aux-tomates-cerises_15942.aspx,4.6,plat principal,"pâtes, riz, semoule",autres pâtes,,,facile,moyen,4,20,10,30
866,Chili con carne facile au Thermomix,https://www.marmiton.org/recettes/recette_chili-con-carne-facile-au-thermomix_383190.aspx,4.0,plat principal,plat unique,chili con carne et sin carne,,,facile,bon marché,4,10,35,45
867,Curry de poisson et riz parfumé,https://www.marmiton.org/recettes/recette_curry-de-poisson-et-riz-parfume_41631.aspx,4.9,plat principal,"pâtes, riz, semoule",plat de riz,,,très facile,moyen,4,10,10,20
868,Escalopes de poulet à l'indienne,https://www.marmiton.org/recettes/recette_escalopes-de-poulet-a-l-indienne_39049.aspx,4.7,plat principal,plat unique,plats indiens,,,très facile,bon marché,4,15,30,45
869,Dal Bhat (recette Népalaise),https://www.marmiton.org/recettes/recette_dal-bhat-recette-nepalaise_372135.aspx,4.6,plat principal,plat unique,plats indiens,,,facile,bon marché,4,30,2,32
870,Sot-l'y-laisse de dinde façon tajine,https://www.marmiton.org/recettes/recette_sot-l-y-laisse-de-dinde-facon-tajine_71844.aspx,4.7,plat principal,plat unique,tajine,,,facile,moyen,4,20,40,60
871,Pâtes aux tomates fraîches,https://www.marmiton.org/recettes/recette_pates-aux-tomates-fraiches_13366.aspx,4.3,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,10,10,20
872,Poulet à la sauce au parmesan,https://www.marmiton.org/recettes/recette_poulet-a-la-sauce-au-parmesan_309823.aspx,4.7,plat principal,viande,viande en sauce,,,facile,bon marché,4,30,30,60
873,Blanc de poulet façon yakitori,https://www.marmiton.org/recettes/recette_blanc-de-poulet-facon-yakitori_343320.aspx,5.0,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,4,14
874,Civet de chevreuil,https://www.marmiton.org/recettes/recette_civet-de-chevreuil_11866.aspx,3.9,plat principal,viande,viande rôtie,,,facile,assez cher,4,30,5,35
875,Travers de porc caramélisés,https://www.marmiton.org/recettes/recette_travers-de-porc-caramelises_14516.aspx,4.8,plat principal,viande,viande rôtie,,,moyenne,bon marché,4,20,30,50
876,Porc caramel au Thermomix,https://www.marmiton.org/recettes/recette_porc-caramel-au-thermomix_383484.aspx,0.0,plat principal,viande,viande en sauce,,,facile,bon marché,4,25,25,50
877,Filet de sanglier rôti,https://www.marmiton.org/recettes/recette_filet-de-sanglier-roti_67777.aspx,4.9,plat principal,viande,viande rôtie,,,difficile,moyen,4,20,50,70
878,Faisan en cocotte au vin blanc,https://www.marmiton.org/recettes/recette_faisan-en-cocotte_311365.aspx,4.8,plat principal,viande,viande rôtie,,,facile,moyen,4,0,1,1
879,Saint Jacques à la crème de chorizo ultra rapide,https://www.marmiton.org/recettes/recette_saint-jacques-a-la-creme-de-chorizo-ultra-rapide_232753.aspx,4.6,plat principal,fruits de mer,saint-jacques,,,très facile,bon marché,4,5,5,10
880,brochettes boeuf-poulet et légumes,https://www.marmiton.org/recettes/recette_brochettes-boeuf-poulet-et-legumes_80176.aspx,3.5,plat principal,viande,viande rôtie,,,facile,moyen,4,15,10,25
881,Choucroute,https://www.marmiton.org/recettes/recette_choucroute_20312.aspx,4.5,plat principal,plat unique,choucroute,,,très facile,moyen,4,20,3,23
882,Curry de poulet indien rapide,https://www.marmiton.org/recettes/recette_curry-de-poulet-indien-rapide_93231.aspx,4.4,plat principal,plat unique,plats indiens,,,très facile,bon marché,4,20,1,21
883,Lapin au cidre,https://www.marmiton.org/recettes/recette_lapin-au-cidre_11566.aspx,4.6,plat principal,viande,viande en sauce,,,moyenne,moyen,4,25,55,80
884,Thon aux tomates au four,https://www.marmiton.org/recettes/recette_thon-aux-tomates-au-four_28853.aspx,4.8,plat principal,poisson,poisson au four,,,facile,moyen,4,20,30,50
885,Galettes de pommes de terre d'Alsace,https://www.marmiton.org/recettes/recette_galettes-de-pommes-de-terre-d-alsace_11830.aspx,4.5,plat principal,plat végétarien,galette de légumes,,,moyenne,moyen,4,20,15,35
886,Poulet sauté aux brocolis,https://www.marmiton.org/recettes/recette_poulet-saute-aux-brocolis_55666.aspx,4.8,plat principal,viande,viande en sauce,,,facile,bon marché,4,15,15,30
887,Lasagnes de courgettes,https://www.marmiton.org/recettes/recette_lasagnes-de-courgettes_21011.aspx,4.8,plat principal,"pâtes, riz, semoule",lasagne,,,facile,moyen,4,1,30,31
888,Papillote de dorade grise au four,https://www.marmiton.org/recettes/recette_papillote-de-dorade-grise-au-four_349144.aspx,4.8,plat principal,poisson,poisson au four,,,facile,moyen,4,20,40,60
889,Courge farcie de ma grand-mère aux lardons et champignons,https://www.marmiton.org/recettes/recette_courge-farcie-de-ma-grand-mere_254471.aspx,5.0,plat principal,plat unique,légumes farcis,,,facile,bon marché,4,30,3,33
890,Lotte rapide et facile,https://www.marmiton.org/recettes/recette_lotte-rapide-et-facile_28735.aspx,4.8,plat principal,poisson,poisson facile,,,moyenne,assez cher,4,10,20,30
891,"Poulpe '"a lagareiro'" (recette portugaise)",https://www.marmiton.org/recettes/recette_poulpe-a-lagareiro-recette-portugaise_167231.aspx,5.0,plat principal,fruits de mer,"calamar, poulpe",,,très facile,bon marché,4,1,130,131
892,Pâtes au lait simples,https://www.marmiton.org/recettes/recette_pates-au-lait-simple_223013.aspx,4.0,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,0,15,15
893,Filet de saumon au barbecue,https://www.marmiton.org/recettes/recette_filet-de-saumon-au-barbecue_30016.aspx,4.0,plat principal,poisson,filets de poisson,,,très facile,bon marché,4,5,15,20
894,Riz à la viande hachée,https://www.marmiton.org/recettes/recette_riz-a-la-viande-hachee_85233.aspx,4.4,plat principal,"pâtes, riz, semoule",plat de riz,,,très facile,bon marché,4,10,30,40
1393,Curry de porc rapide (cocotte minute),https://www.marmiton.org/recettes/recette_curry-de-porc-rapide-cocotte-minute_167833.aspx,4.6,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,30,40
895,Poulet en cocotte minute au curry et ses légumes,https://www.marmiton.org/recettes/recette_poulet-en-cocotte-minute-au-curry-et-ses-legumes_229963.aspx,4.9,plat principal,viande,viande en sauce,,,facile,bon marché,4,10,25,35
896,Poulet au curry vert,https://www.marmiton.org/recettes/recette_poulet-au-curry-vert_25155.aspx,4.8,plat principal,viande,viande en sauce,,,très facile,bon marché,4,30,1,31
897,Papillotes de maquereau,https://www.marmiton.org/recettes/recette_papillotes-de-maquereau_14593.aspx,4.4,plat principal,poisson,poisson en papillote,,,très facile,bon marché,4,15,30,45
898,Parillade de poissons et fruits de mer,https://www.marmiton.org/recettes/recette_parillade-de-poissons-et-fruits-de_80852.aspx,0.0,plat principal,poisson,,,,facile,moyen,4,20,10,30
899,Lotte au curry,https://www.marmiton.org/recettes/recette_lotte-au-curry_10759.aspx,4.6,plat principal,viande,viande en sauce,,,moyenne,moyen,4,20,15,35
900,Fideuà ( paëlla aux pâtes et poissons ),https://www.marmiton.org/recettes/recette_fideua-paella-aux-pates-et-poissons_55421.aspx,4.5,plat principal,"pâtes, riz, semoule",autres pâtes,,,moyenne,assez cher,4,20,20,40
901,Pennes alla vodka,https://www.marmiton.org/recettes/recette_penne-alla-vodka_24038.aspx,4.6,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,35,12,47
902,Riz au chorizo,https://www.marmiton.org/recettes/recette_riz-au-chorizo_14042.aspx,4.7,plat principal,"pâtes, riz, semoule",plat de riz,,,très facile,bon marché,4,15,15,30
903,Gratin de macaroni aux 3 fromages,https://www.marmiton.org/recettes/recette_gratin-de-macaroni-aux-3-fromages_20368.aspx,4.3,plat principal,"pâtes, riz, semoule",gratin de pâtes,,,très facile,bon marché,4,10,20,30
904,paupiettes a la sauce tomate,https://www.marmiton.org/recettes/recette_paupiettes-a-la-sauce-tomate_70384.aspx,4.8,plat principal,viande,viande en sauce,,,très facile,bon marché,4,15,45,60
905,Sauté de porc tomate et petits légumes,https://www.marmiton.org/recettes/recette_saute-de-porc-tomate-et-petits-legumes_54999.aspx,4.6,plat principal,viande,viande en sauce,,,très facile,bon marché,4,30,1,31
