id,title,url,rate,tag1,tag2,tag3,tag4,tag5,difficulty,budget,people,prep_time,cooking_time,total_time
1845,Délicieux cookies coeur nutella,https://www.marmiton.org/recettes/recette_delicieux-cookies-coeur-nutella_341937.aspx,4.8,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,20,15,35
1846,Tarte aux noix maison,https://www.marmiton.org/recettes/recette_tarte-aux-noix-maison_26279.aspx,4.6,dessert,tarte,tarte aux noix,,,facile,moyen,4,15,30,45
1847,Cuba libre,https://www.marmiton.org/recettes/recette_cuba-libre_371682.aspx,0.0,apéritif ou buffet,cocktail apéritif,,,,très facile,bon marché,4,0,0,0
1848,Bonhomme et maison en pain d'épices,https://www.marmiton.org/recettes/recette_bonhomme-et-maison-en-pain-d-epices_43157.aspx,4.4,dessert,Pain d'épices,,,,difficile,bon marché,4,55,35,90
1849,Compote de pommes toute simple au Thermomix,https://www.marmiton.org/recettes/recette_compote-de-pommes-au-thermomix_375090.aspx,0.0,dessert,compote,compote de pomme,,,très facile,bon marché,4,5,30,35
1850,Crêpes sans repos,https://www.marmiton.org/recettes/recette_crepes-sans-repos_165744.aspx,3.3,dessert,crêpe,crêpes sucrées,,,facile,bon marché,4,15,15,30
1851,Moelleux chocolat aux framboises,https://www.marmiton.org/recettes/recette_moelleux-chocolat-aux-framboises_326082.aspx,4.8,dessert,gâteau,gâteau au chocolat,,,facile,bon marché,4,20,30,50
1852,Chicken burger,https://www.marmiton.org/recettes/recette_chicken-burger_391416.aspx,5.0,plat principal,viande,viande rôtie,,,facile,bon marché,4,20,15,35
1853,Apple Pie traditionnelle de A à Z,https://www.marmiton.org/recettes/recette_apple-pie-traditionnelle-de-a-a-z_334079.aspx,4.7,,,,,,moyenne,moyen,4,40,25,65
1854,Poires pochées au chocolat,https://www.marmiton.org/recettes/recette_poires-pochees-au-chocolat_230444.aspx,4.9,,,,,,facile,bon marché,4,20,20,40
1855,Oeufs à la neige au micro-ondes,https://www.marmiton.org/recettes/recette_oeufs-a-la-neige-au-micro-ondes_16662.aspx,4.6,dessert,île flottante,,,,très facile,bon marché,4,15,2,17
1856,Madeleines au coeur de nutella,https://www.marmiton.org/recettes/recette_madeleines-au-coeur-de-nutella_68476.aspx,4.7,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,15,8,23
1857,Gaufres liégeoises,https://www.marmiton.org/recettes/recette_gaufres-liegeoises_11171.aspx,4.2,dessert,gaufre,,,,très facile,bon marché,4,20,3,23
1858,Tiramisu aux Oreo,https://www.marmiton.org/recettes/recette_tiramisu-aux-oreo_305511.aspx,4.8,dessert,tiramisu,,,,facile,bon marché,4,30,0,30
1859,Gâteau à la fraise et au mascarpone,https://www.marmiton.org/recettes/recette_gateau-a-la-fraise-et-au-mascarpone_82777.aspx,4.8,dessert,gâteau,gâteaux aux fruits,,,très facile,bon marché,4,10,40,50
1860,Tiramisu framboises spéculoos,https://www.marmiton.org/recettes/recette_tiramisu-framboises-speculoos_89838.aspx,5.0,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,45,0,45
1861,Sabayon à ma façon,https://www.marmiton.org/recettes/recette_sabayon-a-ma-facon_17917.aspx,4.5,dessert,sauce sucrée,sabayon,,,facile,bon marché,4,10,10,20
1862,Soupe de fraises à la menthe,https://www.marmiton.org/recettes/recette_soupe-de-fraises-a-la-menthe_58810.aspx,4.9,,,,,,très facile,bon marché,4,20,0,20
1863,muffins choco-banane,https://www.marmiton.org/recettes/recette_muffins-choco-banane_43091.aspx,4.5,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,10,20,30
1864,Cake sucré alsacien tout simple,https://www.marmiton.org/recettes/recette_cake-sucre-alsacien-tout-simple_62655.aspx,4.8,,,,,,très facile,bon marché,4,20,45,65
1865,Cupcake moelleux au chocolat,https://www.marmiton.org/recettes/recette_cupcake-moelleux-au-chocolat_334835.aspx,4.5,dessert,gâteau,gâteau au chocolat,,,facile,bon marché,4,20,15,35
1866,Perles du japon nature,https://www.marmiton.org/recettes/recette_perles-du-japon-nature_82043.aspx,4.3,,,,,,très facile,bon marché,4,3,30,33
1867,Mousse au chocolat au lait d'Aline,https://www.marmiton.org/recettes/recette_mousse-au-chocolat-au-lait-d-aline_57324.aspx,4.5,dessert,mousse,,,,très facile,bon marché,4,15,0,15
1868,La bouillie de Célia,https://www.marmiton.org/recettes/recette_la-bouillie-de-celia_168281.aspx,3.5,,,,,,très facile,bon marché,4,5,4,9
1869,Glace Maison,https://www.marmiton.org/recettes/recette_glace-maison_231978.aspx,3.0,dessert,dessert glac├®,glace,,,facile,bon march├®,4,0,0,0
1870,Moelleux au chocolat coeur fondant,https://www.marmiton.org/recettes/recette_moelleux-au-chocolat-coeur-fondant_165276.aspx,4.9,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,10,10,20
1871,Génoise au chocolat (cacao),https://www.marmiton.org/recettes/recette_genoise-au-chocolat-cacao_47742.aspx,2.9,dessert,gâteau,génoise,,,très facile,bon marché,4,15,25,40
1872,Le gâteau battu Picard,https://www.marmiton.org/recettes/recette_le-gateau-battu-picard_42216.aspx,3.0,,,,,,facile,bon marché,4,20,30,50
1873,Glace vanille,https://www.marmiton.org/recettes/recette_glace-vanille_18488.aspx,4.4,dessert,dessert glac├®,glace,,,tr├©s facile,bon march├®,4,0,0,0
1874,Gâteau moelleux à la farine de châtaigne,https://www.marmiton.org/recettes/recette_gateau-moelleux-a-la-farine-de-chataigne_85864.aspx,4.8,,,,,,facile,moyen,4,20,50,70
1875,Charlotte facile poire chocolat,https://www.marmiton.org/recettes/recette_charlotte-facile-poire-chocolat_23197.aspx,4.7,dessert,charlotte,charlotte au chocolat,,,très facile,bon marché,4,1,0,1
1876,Gâteaux aux noisettes,https://www.marmiton.org/recettes/recette_gateaux-aux-noisettes_14978.aspx,4.6,,,,,,très facile,bon marché,4,10,30,40
1877,Tarte aux mûres facile,https://www.marmiton.org/recettes/recette_tarte-aux-mures-facile_58144.aspx,4.4,,,,,,très facile,bon marché,4,5,30,35
1878,Crème pâtissière au Thermomix,https://www.marmiton.org/recettes/recette_creme-patissiere-au-thermomix_383099.aspx,1.0,dessert,crème,crème pâtissière,,,très facile,bon marché,4,15,0,15
1879,Gâteau fruit à pain,https://www.marmiton.org/recettes/recette_gateau-fruit-a-pain_29292.aspx,3.8,,,,,,facile,bon marché,4,130,1,131
1880,Religieuse au Chocolat,https://www.marmiton.org/recettes/recette_religieuse-au-chocolat_223609.aspx,3.0,dessert,choux,religieuse,,,moyenne,bon marché,4,130,40,170
1881,Gâteau Saint Honoré,https://www.marmiton.org/recettes/recette_gateau-saint-honore_28392.aspx,4.3,dessert,choux,autres choux,,,moyenne,bon marché,4,1,25,26
1882,Tartelettes aux fraises,https://www.marmiton.org/recettes/recette_tartelettes-aux-fraises_48920.aspx,4.1,dessert,tarte,tarte aux fraises,,,facile,bon marché,4,40,30,70
1883,Cake au pavot et au citron,https://www.marmiton.org/recettes/recette_cake-au-pavot-et-au-citron_21413.aspx,4.5,dessert,gâteau,cakes,,,facile,bon marché,4,10,40,50
1884,Blanc-manger coco,https://www.marmiton.org/recettes/recette_blanc-manger-coco_15484.aspx,4.3,,,,,,très facile,bon marché,4,15,0,15
1885,Panna cotta au coulis de fruits rouges,https://www.marmiton.org/recettes/recette_panna-cotta-au-coulis-de-fruits-rouges_41858.aspx,4.7,dessert,sauce sucrée,coulis de fruits rouges,,,très facile,bon marché,4,10,2,12
1886,La Teurgoule de Nounoune,https://www.marmiton.org/recettes/recette_la-teurgoule-de-nounoune_28918.aspx,4.7,,,,,,moyenne,bon marché,4,15,7,22
1887,Brochettes de fruits classiques,https://www.marmiton.org/recettes/recette_brochettes-de-fruits-classiques_57973.aspx,0.0,,,,,,très facile,bon marché,4,15,0,15
1888,Pudding chia,https://www.marmiton.org/recettes/recette_pudding-chia_371801.aspx,3.3,dessert,pudding,,,,très facile,moyen,4,10,0,10
1889,Mousse au chocolat et mascarpone,https://www.marmiton.org/recettes/recette_mousse-au-chocolat-et-mascarpone_225977.aspx,4.4,dessert,mousse,,,,facile,bon marché,4,15,0,15
1890,Red velvet cake,https://www.marmiton.org/recettes/recette_red-velvet-cake_371858.aspx,4.5,dessert,gâteau,,,,moyenne,bon marché,4,55,30,85
1891,Gâteau avec restes de chocolats de Pâques,https://www.marmiton.org/recettes/recette_gateau-avec-restes-de-chocolas-de-paques_336505.aspx,4.0,,,,,,facile,bon marché,4,10,30,40
1892,Montecaos,https://www.marmiton.org/recettes/recette_montecaos_29866.aspx,4.4,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,5,10,15
1893,Tiramisu au citron,https://www.marmiton.org/recettes/recette_tiramisu-au-citron_83559.aspx,4.9,dessert,tiramisu,,,,facile,bon marché,4,30,0,30
1894,Beignets au Nutella®,https://www.marmiton.org/recettes/recette_beignets-au-nutella_346552.aspx,3.2,dessert,beignet et friture,beignets sucrés,,,moyenne,bon marché,4,1,5,6
1895,Panettone (la vraie recette italienne),https://www.marmiton.org/recettes/recette_panettone-la-vraie-recette-italienne_24160.aspx,3.2,,,,,,très facile,bon marché,4,45,50,95
1896,Crème pistache de Denise,https://www.marmiton.org/recettes/recette_creme-pistache-de-denise_90257.aspx,4.5,,,,,,très facile,bon marché,4,15,10,25
1897,La Pompe de Noël (Provence),https://www.marmiton.org/recettes/recette_la-pompe-de-noel-provence_24827.aspx,4.7,,,,,,facile,moyen,4,5,20,25
1898,Pancakes banane & flocons d'avoine,https://www.marmiton.org/recettes/recette_pancakes-banane-flocons-d-avoine_371965.aspx,3.0,dessert,crêpe,pancake,,,très facile,bon marché,4,15,15,30
1899,Flan au chocolat délicieux de Marine,https://www.marmiton.org/recettes/recette_flan-au-chocolat-delicieux-de-marine_72103.aspx,4.6,dessert,flan,,,,très facile,bon marché,4,10,6,16
1900,Cake aux pépites de chocolat,https://www.marmiton.org/recettes/recette_cake-aux-pepites-de-chocolat_18071.aspx,4.5,dessert,gâteau,gâteau au chocolat,,,très facile,bon marché,4,30,45,75
1901,Pain de chien (pudding),https://www.marmiton.org/recettes/recette_pain-de-chien-pudding_81891.aspx,4.8,dessert,pudding,,,,facile,bon marché,4,10,50,60
1902,Pattes d'ours (biscuit),https://www.marmiton.org/recettes/recette_pates-d-ours-biscuit_54301.aspx,4.0,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,15,15,30
1903,Délice de tarte pommes amandes,https://www.marmiton.org/recettes/recette_delice-de-tarte-pommes-amandes_37560.aspx,3.6,dessert,tarte,tarte aux pommes,,,facile,moyen,4,30,45,75
1904,tarte aux fruits rouges rapide,https://www.marmiton.org/recettes/recette_tarte-aux-fruits-rouges_335052.aspx,4.9,dessert,tarte,tarte aux fruits rouges,,,facile,bon marché,4,15,25,40
1905,La babka de @jeremywte,https://www.marmiton.org/recettes/recette_la-babka-de-jeremywte_529450.aspx,5.0,dessert,brioche,autres brioches,,,moyenne,bon marché,4,40,40,80
1906,Clafoutis aux myrtilles de Béné,https://www.marmiton.org/recettes/recette_clafoutis-aux-myrtilles-de-bene_23171.aspx,4.8,dessert,flan,clafoutis,,,très facile,bon marché,4,10,40,50
1907,Tarte aux bananes,https://www.marmiton.org/recettes/recette_tarte-aux-bananes_29060.aspx,4.8,dessert,tarte,tarte à la banane,,,facile,moyen,4,30,22,52
1908,Croissants au chocolat,https://www.marmiton.org/recettes/recette_croissants-au-chocolat_28001.aspx,4.4,dessert,viennoiseries,croissant,,,très facile,bon marché,4,15,12,27
1909,Sorbet citron,https://www.marmiton.org/recettes/recette_sorbet-citron_59145.aspx,3.9,dessert,dessert glacé,sorbet,,,facile,bon marché,4,30,10,40
1910,clafoutis aux fraises,https://www.marmiton.org/recettes/recette_clafoutis-aux-fraises_29440.aspx,4.3,dessert,flan,clafoutis,,,très facile,moyen,4,15,30,45
1911,Muffins pommes canelle,https://www.marmiton.org/recettes/recette_muffins-pommes-canelle_336215.aspx,5.0,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,15,30,45
1912,Gâteau arc-en-ciel,https://www.marmiton.org/recettes/recette_gateau-arc-en-ciel_70416.aspx,4.1,dessert,gâteau,gâteau marbré,,,facile,bon marché,4,15,50,65
1913,Confiture de fraises au Thermomix,https://www.marmiton.org/recettes/recette_confiture-de-fraises-au-thermomix_383720.aspx,0.0,confiserie,confiture,confiture de fraise,,,très facile,moyen,4,5,40,45
1914,Oranais aux abricots,https://www.marmiton.org/recettes/recette_oranais-aux-abricots_81687.aspx,5.0,,,,,,facile,bon marché,4,35,20,55
1915,Gâteau caramélisé à l'ananas,https://www.marmiton.org/recettes/recette_gateau-caramelise-a-l-ananas_32891.aspx,4.5,dessert,gâteau,gâteau à l'ananas,,,facile,bon marché,4,30,50,80
1916,Tiramisù au Thermomix,https://www.marmiton.org/recettes/recette_tiramisu-au-thermomix_382611.aspx,4.0,dessert,tiramisu,,,,très facile,bon marché,4,20,0,20
1917,Tarte aux fraises sans cuisson,https://www.marmiton.org/recettes/recette_tarte-aux-fraises-sans-cuisson_344018.aspx,4.8,dessert,tarte,tarte aux fraises,,,facile,bon marché,4,20,0,20
1918,Pain au beurre martiniquais moelleux,https://www.marmiton.org/recettes/recette_pain-au-beurre-martiniquais-moelleux_14757.aspx,4.2,,,,,,facile,bon marché,4,30,35,65
1919,Riz au lait de ma maman au Thermomix,https://www.marmiton.org/recettes/recette_riz-au-lait-de-ma-maman-au-thermomix_374892.aspx,5.0,dessert,crème,riz au lait,,,très facile,bon marché,4,10,35,45
1920,Abricots au sirop maison,https://www.marmiton.org/recettes/recette_abricots-au-sirop-maison_21952.aspx,4.5,,,,,,facile,moyen,4,15,5,20
1921,Crème pâtissière au chocolat,https://www.marmiton.org/recettes/recette_creme-patissiere-au-chocolat_31984.aspx,4.4,dessert,crème,crème pâtissière,,,facile,bon marché,4,10,15,25
1922,Gâche vendéenne,https://www.marmiton.org/recettes/recette_gache-vendeenne_14452.aspx,4.5,,,,,,moyenne,moyen,4,40,45,85
1923,Pain perdu poêlé (restes de brioche),https://www.marmiton.org/recettes/recette_pain-perdu-poele-restes-de-brioche_29463.aspx,4.8,dessert,brioche,autres brioches,,,très facile,bon marché,4,10,2,12
1924,Glace aux fraises,https://www.marmiton.org/recettes/recette_glace-aux-fraises_29642.aspx,4.7,dessert,dessert glacé,glace,,,très facile,bon marché,4,30,0,30
1925,Palets aux flocons d'avoine,https://www.marmiton.org/recettes/recette_palets-aux-flocons-d-avoine_42057.aspx,4.6,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,10,20,30
1926,Cake aux fruits rouges,https://www.marmiton.org/recettes/recette_cake-aux-fruits-rouges_44819.aspx,4.6,,,,,,très facile,bon marché,4,20,55,75
1927,Le vrai Merveilleux,https://www.marmiton.org/recettes/recette_le-vrai-merveilleux_38787.aspx,4.9,,,,,,très facile,bon marché,4,20,0,20
1928,Congolais ultra simple,https://www.marmiton.org/recettes/recette_congolais-ultra-simple_36635.aspx,4.7,confiserie,rochers,,,,très facile,bon marché,4,5,20,25
1929,Fondant à la crème de marrons et au chocolat,https://www.marmiton.org/recettes/recette_fondant-a-la-creme-de-marrons-et-au-chocolat_17518.aspx,4.7,dessert,sauce sucrée,crème de marrons,,,facile,moyen,4,10,25,35
1930,Gâteau creusois,https://www.marmiton.org/recettes/recette_gateau-creusois_11000.aspx,4.9,dessert,gâteau,creusois,,,facile,bon marché,4,20,35,55
1931,gâteau moelleux au nutella,https://www.marmiton.org/recettes/recette_gateau-moelleux-au-nutella_33500.aspx,4.6,,,,,,facile,moyen,4,20,30,50
1932,Tarte aux fraises à la crème mascarpone,https://www.marmiton.org/recettes/recette_tarte-aux-fraises-a-la-creme-mascarpone_92440.aspx,3.8,dessert,tarte,tarte aux fraises,,,facile,moyen,4,20,12,32
1933,Charlotte aux poires,https://www.marmiton.org/recettes/recette_charlotte-aux-poires_16589.aspx,4.3,dessert,charlotte,charlotte aux poires,,,très facile,bon marché,4,30,0,30
1934,Croustillons,https://www.marmiton.org/recettes/recette_croustillons_13215.aspx,4.3,,,,,,très facile,bon marché,4,15,2,17
1935,Salade de fraises,https://www.marmiton.org/recettes/recette_salade-de-fraises_17422.aspx,3.5,,,,,,très facile,bon marché,4,15,0,15
1936,Petits biscuits tous simples,https://www.marmiton.org/recettes/recette_petits-biscuits-tous-simples_56853.aspx,5.0,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,30,15,45
1937,Gâteau moelleux aux pommes par Laurent Mariotte,https://www.marmiton.org/recettes/recette_gateau-moelleux-aux-pommes-par-laurent-mariotte_534606.aspx,4.8,,,,,,très facile,bon marché,4,10,1,11
1938,mirabelles au sirop en bocaux stérilisés,https://www.marmiton.org/recettes/recette_mirabelles-au-sirop-en-bocaux-sterilises_31541.aspx,0.0,dessert,poire au sirop,,,,très facile,moyen,4,120,25,145
1939,Mouna comme à Alger,https://www.marmiton.org/recettes/recette_mouna-comme-a-alger_28700.aspx,4.4,dessert,brioche,mouna,,,très facile,bon marché,4,2,40,42
1940,Recette simple et délicieuse de petits sablés à la vanille,https://www.marmiton.org/recettes/recette_recette-simple-et-delicieuse-de-petits-sables-a-la-vanille_80698.aspx,4.4,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,20,15,35
1941,Pastis landais,https://www.marmiton.org/recettes/recette_pastis-landais_13696.aspx,4.0,,,,,,moyenne,bon marché,4,30,30,60
1942,Gâteau nature sans beurre (à l'huile),https://www.marmiton.org/recettes/recette_gateau-nature-sans-beurre-a-l-huile_326067.aspx,4.2,,,,,,très facile,bon marché,4,10,20,30
1943,Compote de pêches,https://www.marmiton.org/recettes/recette_compote-de-peches_311938.aspx,5.0,dessert,compote,,,,facile,bon marché,4,15,1,16
1944,Pommes cuites express,https://www.marmiton.org/recettes/recette_pommes-cuites-express_95010.aspx,4.2,,,,,,très facile,bon marché,4,10,10,20
1945,Crème vanille aux perles de tapioca,https://www.marmiton.org/recettes/recette_creme-vanille-aux-perles-de-tapioca_325118.aspx,4.7,dessert,crème,crème vanille,,,facile,bon marché,4,0,0,0
1946,Galette des rois au Thermomix,https://www.marmiton.org/recettes/recette_galette-des-rois-au-thermomix_375091.aspx,5.0,dessert,galette des rois,galette frangipane,,,très facile,bon marché,4,25,30,55
1947,Fraise melba,https://www.marmiton.org/recettes/recette_fraise-melba_73203.aspx,3.0,,,,,,très facile,bon marché,4,5,0,5
1948,Gâteau d'anniversaire Barbie,https://www.marmiton.org/recettes/recette_gateau-d-anniversaire-barbie_231906.aspx,5.0,dessert,gâteau,gâteau d'anniversaire,,,moyenne,bon marché,4,130,30,160
1949,Tarte aux pommes à la crème Chiboust,https://www.marmiton.org/recettes/recette_tarte-aux-pommes-a-la-creme-chiboust_86765.aspx,4.5,dessert,tarte,tarte aux pommes,,,moyenne,bon marché,4,45,40,85
1950,Riz au lait crémeux tout simple,https://www.marmiton.org/recettes/recette_riz-au-lait-cremeux-tout-simple_165665.aspx,4.8,dessert,crème,riz au lait,,,très facile,bon marché,4,0,30,30
1951,Sablés de Noël à la poudre d’amande,https://www.marmiton.org/recettes/recette_sables-de-noel-a-la-poudre-d-amande_392186.aspx,4.8,dessert,gâteau,petits gâteaux,,,facile,bon marché,4,20,10,30
1952,Cake aux pommes et à la cannelle,https://www.marmiton.org/recettes/recette_cake-aux-pommes-et-a-la-cannelle_18534.aspx,4.5,dessert,gâteau,cakes,,,très facile,bon marché,4,30,45,75
1953,Cheesecake au citron,https://www.marmiton.org/recettes/recette_cheesecake-au-citron_20601.aspx,4.4,dessert,cheesecake,,,,très facile,bon marché,4,30,1,31
1954,Tourteau fromager du Poitou,https://www.marmiton.org/recettes/recette_tourteau-fromager-du-poitou_18396.aspx,3.9,dessert,gâteau,tourteau,,,facile,bon marché,4,40,50,90
1955,Panacotta vanille (agar-agar),https://www.marmiton.org/recettes/recette_panacotta-vanille-agar-agar_174751.aspx,4.6,dessert,crème,panna cotta,,,facile,bon marché,4,15,0,15
1956,Gâteau au potiron / citrouille,https://www.marmiton.org/recettes/recette_gateau-au-potiron-citrouille_19485.aspx,3.8,,,,,,très facile,bon marché,4,15,50,65
1957,"Tarte poire, chocolat, amande",https://www.marmiton.org/recettes/recette_tarte-poire-chocolat-amande_35888.aspx,4.8,dessert,tarte,tarte poire chocolat,,,très facile,moyen,4,30,25,55
1958,Clafoutis aux poires facile,https://www.marmiton.org/recettes/recette_clafoutis-aux-poires-facile_11719.aspx,4.4,dessert,flan,clafoutis,,,très facile,bon marché,4,15,35,50
1959,Feuilleté à la pomme,https://www.marmiton.org/recettes/recette_feuillete-a-la-pomme_93970.aspx,4.7,,,,,,très facile,bon marché,4,20,20,40
1960,Ganache au chocolat blanc,https://www.marmiton.org/recettes/recette_ganache-au-chocolat-blanc_336777.aspx,3.1,dessert,sauce sucrée,ganache,,,facile,bon marché,4,5,5,10
1961,Tarte aux pralines,https://www.marmiton.org/recettes/recette_tarte-aux-pralines_21324.aspx,3.9,confiserie,pralines,,,,facile,moyen,4,30,20,50
1962,Vrai faux saucisson au chocolat,https://www.marmiton.org/recettes/recette_vrai-faux-saucisson-au-chocolat_17025.aspx,4.5,,,,,,très facile,bon marché,4,15,0,15
1963,Glaçage cupcakes inratable,https://www.marmiton.org/recettes/recette_glacage-cupcakes-inratable_172284.aspx,3.9,dessert,gâteau,petits gâteaux,,,très facile,bon marché,4,15,0,15
1964,Millas à la charentaise,https://www.marmiton.org/recettes/recette_millas-a-la-charentaise_57131.aspx,4.4,,,,,,très facile,bon marché,4,10,35,45
1965,Tarte aux groseilles,https://www.marmiton.org/recettes/recette_tarte-aux-groseilles_17551.aspx,4.8,dessert,tarte,tarte aux groseilles,,,facile,bon marché,4,15,35,50
1966,Gâteau à la broche,https://www.marmiton.org/recettes/recette_gateau-a-la-broche_35769.aspx,0.0,,,,,,moyenne,bon marché,4,20,130,150
